 Brevard ; Broward ; Clay ; Alachua ; Duval ; Indian ; Manatee ; Miami ; Palm Beach ; St. Lucie ; Volusia 
174695,36;84611,16;185650,89;385,1;200689,02;189775,37;59022,21;360743,69;358218,05;304505,34;243723,03
183942,09;234934,98;49004,98;35814,29;187054,28;189122,71;245150,72;544053,63;479343,96;151616,04;237373,16
173530,88;113551,89;184489,58;31320,01;184941,77;188262,92;88773,58;287419,86;642375,13;264675,14;279518,48
182545,03;197447,53;146692,74;89327,61;185138,97;189254,41;159792,1;224780,12;284017,8;185755,28;68707,66
199206,4;33404,01;169924,29;42913;181993,99;189682,07;217310,77;421041,27;771628,77;305605,15;190253,64
171659,14;318557,74;141595,96;42863,41;189418,32;190628,37;272842,38;702993,7;359297,66;351307,17;181919,68
190622,55;232223,98;146619,3;133573,88;190884,44;189168,55;174772,34;683658,02;485259,1;245134,33;260566,79
183496,33;256799,24;145772,35;28064,73;186112,08;189955,72;181886,26;229927,71;349355,85;310927,97;144426,05
185812,42;238567,49;176960,07;9298,07;189951,73;189577,35;209597,23;703994,11;398549,83;226767,53;243642,28
168977,74;181649,96;178368,58;159108,05;198303,73;189693,43;273180,68;217061,92;402273,12;295323,39;284550,69
186307,05;111514,71;149316,07;7061,65;197948,97;188656,32;314718,13;164115,28;455934,03;186720,44;213991,77
187875,54;175579,41;262898,27;53027,86;193518,37;189688,55;112163,71;645705,29;285694,22;207846,51;119941,25
191768,96;118172,87;271868,07;67448,95;187330,68;190263,06;230512,67;460245,1;509299,99;228756,38;291607,33
186154,22;293832,11;183166,26;28882,5;189204,64;189869,38;300980,65;319011,1;618785,14;226764,46;145230,06
213227,36;241241,61;89158,42;129195,75;192669,4;191174,74;40730,14;22322,74;630684,05;217940,23;140920,18
199876,75;195388,75;272639,84;173896,52;187190,7;189637,13;309707,32;422013,32;587984,68;356901,4;171578,43
184800,56;246567,66;333446,12;50235,47;185095,14;190231,56;321070,7;433698,7;497923,26;243134,05;116911,99
185876,92;270461,91;137970,93;63991,44;187639,72;190581,77;287867,89;525552,54;359152,36;327092,12;223742,85
197421,15;298999,52;245035,27;108929,2;193467,81;189500,3;19581,17;470882,17;520148,49;292115,22;230707,55
187623,65;294943,93;249148,96;110987,76;196486,59;190649,71;170254,42;460344,7;490382,33;306360,87;244667,87
176070,49;97674,52;249915,84;177661,92;184384,01;189088,46;145641,33;231079,91;493784,35;313660,63;266165,37
182060,52;239022,19;230165,41;94835,67;198661,03;190216,55;227839,58;506413,37;642976,05;416126,79;258055,34
191273,66;246074,16;174921,99;42894,3;194322,88;189445,09;215615,3;288547,87;346584,4;138966,17;183230,29
191974,15;149713,35;175085,64;160337,48;199451,81;190507,33;132077,38;674300,37;455059,57;323716,87;199924,13
204988,53;271111,31;337718,84;57769,53;195562,94;188894,15;83794,91;397016,75;683220,85;281637,26;121243,2
171049,33;183746,6;159842,39;58259,29;195746,06;188478,39;189388,49;619213,11;630956,69;202422,78;232645,28
197591,33;152871,16;162946,03;137752,01;191861,04;188991,85;198894,34;370745,95;327910,5;263343,41;298072,4
191912,58;153886,02;226814,35;21032,98;192269,44;190385,72;183424,73;212689,65;382737,72;273524,62;258913,44
187162,03;165478,28;250622;6998,17;201164,49;189075,89;370274,08;399088,51;345319,38;302764,28;123188,39
199235;249522,79;77079,37;12857,83;188304,58;189744,28;345049,37;518222,93;564802,9;201433,69;163807,53
189867,57;247668,55;276374,97;118420,04;186747,32;191353,6;180569,1;590554,69;746841,99;385556,16;295365,63
188872,25;190264,93;332924,43;109767;190750,58;190147,17;333685,03;570518,52;801768,47;60204,26;162609,44
186043,06;248646,87;70479,44;4539,37;185934,31;190554,82;96975,64;574708,97;472994,41;140020,01;32732,74
194885,09;314588,7;81062,93;76706,17;193898,44;190631,34;241280,79;330318,65;691517,67;176933,49;36494,05
192547,19;158934,63;53838,31;123745,79;196251,62;191237,83;227550,98;450150,56;437714,92;170416,74;173279,79
182788,66;475150,99;183886,01;15008,71;195793,19;189755,3;154694,52;470366,01;651502,97;300604,86;83971,19
182392,11;124541,64;320494,21;31048,53;199257,81;190127,6;109147,35;285792,47;584024,05;154405,73;287663,77
182312,75;268715,83;179323,54;79376,11;196022,54;189432,47;305386,39;185953,17;407859,6;226173,22;149337,16
204668,6;264997,1;141543,36;190798,58;196660,22;189398,6;199155,45;370103,18;329102,64;184130,4;231894,78
197241,72;321300,99;384438,75;32442,75;184837,51;190003,57;174169,43;484431,75;547038,66;193683,87;280437,78
186841,2;99978,11;65626,13;217657,37;186587,57;188747,34;198475,38;410930,09;293627,07;57600,13;36894,44
197579,34;180130,5;382798,45;1276,02;177930,5;190962,12;126473,96;384968,91;395983,79;287270,06;208154,04
190327,68;258628,04;305337,78;92348;191306,1;187811,14;304622,83;94876,84;468839,05;246996,63;213475,47
203208,52;301697,24;75137,53;115769,77;182288,98;190845,65;232543,75;399969,22;452988,94;369720,81;207453,56
207053,28;249754,8;288971,31;4927,53;190612,8;190187,14;228033,41;429343,69;744230,97;292666,32;131269,97
205809,51;106892,7;244667,07;47564,04;190205,1;189277,87;169719,66;353498,05;560681,47;187675,27;79406,77
208923,85;253429,82;245261,04;50194,03;190437,15;192103,27;164989,06;811727,26;553121,67;198204,93;99065,92
190060,44;252720,35;269040,15;53103,09;202770,24;191019,84;485249,62;657877,36;490660,26;260865,83;187655,13
203980,83;257699,14;164284,61;28040,41;193955,44;189491,59;4319,39;306484,71;386316,89;224133,53;49984,79
173766,32;118009,43;407650,96;63482,71;186609,74;190647,83;219407,6;515450,09;413337,52;137063,12;261001,22
184989,11;252741,97;168139,28;228030,19;186236,41;190026,02;68703,32;164692,63;529178,63;269541,81;375988,31
199067,89;221876,76;222258,36;174748,2;195578,59;190467,5;69203,04;284703,55;529922,08;135733,95;242818,73
189681,06;181096,88;162021,04;74169,12;197286,42;190394,66;209326,71;496574,26;392640,76;99809,6;318412,96
190039,7;206389,76;246915,9;92042,93;192718,25;189202,77;152236,22;245013,16;699445,61;131761,88;156835,13
185198,73;158339,03;101879,84;39287,3;181757,66;189609,84;260505,32;388576,03;655836,31;247551,36;342645,87
195549,82;153380,82;194309,27;43483,19;193414,27;190173,75;108817,9;298944,06;395644,97;101114,18;205623,27
201519,85;241086,43;15601,7;33759,78;194374,25;189935,78;73362,82;281870,2;621451,4;231735,48;230347,91
189626,58;203165,26;203785,14;6155,39;188320,64;188844,76;280086,75;658731,96;823197,95;385349,58;190517,92
196586,3;191271,81;123427,88;113283,09;197056,92;189000,87;140163,17;77158,83;444516,07;162140,76;219322,02
196419,94;265011,87;143140,02;135456,87;186238,51;189267,62;216189,56;448746,15;454251,48;270184,04;353925,54
200285,28;216800,85;336511,2;40793,97;192585,11;189729,79;195373,52;589746,12;540177,39;330087,65;202548,91
212961,3;69059,6;215436,08;61557,11;187446,55;189466,87;252174,39;420558,17;417330,3;272080,78;214808,3
195719,36;243848,92;130273,07;65767,26;183794,32;191129,18;137174,88;466751,41;505939,75;219954,43;337576,88
196061,47;223838,72;244394,19;42685,87;185843,52;189282,34;227076,44;184417,42;633531,41;99866,13;128237,99
197560,94;144034,54;225538,94;148910,61;187201,74;190166,32;80122,05;105490,5;704690,56;137642,27;291756,45
194358,43;207129,26;117749,53;88062,07;193327,82;190988,33;130830,73;789034,75;224897,75;198976,72;209297,53
198568,32;178351,67;155581,3;118396,48;180162,83;189244,29;307973,93;294556,73;371924,17;260442,04;113101,05
197892,23;141707,37;80837,97;51979,74;199171,01;191095,57;138684,54;302065,21;534758,8;182234,74;242845,35
191170,25;215307,83;437895,43;16206,88;196577,86;190742,13;56702,98;326094,96;732471,05;259700,55;243483,9
212239,49;158720,23;240899,53;15148,86;191285,3;190191,61;155144,31;465252,2;608664,87;149011,62;209676,68
198531,22;164947,72;144656,95;4900,49;194545,06;190212,32;146939,84;338782,98;475229,76;284328,53;141054,49
177428,93;36638,57;313162,25;166032,81;190289,39;190128,09;38669,97;441569,01;449979,81;59276,98;187720,75
195015,96;217728,77;196641,45;8775,03;183662,96;189124,21;43023,7;447769,2;177669,09;270893,23;63501,14
193438,26;211913,46;231381,26;43212,58;183634,25;190050,88;206193,31;244730,52;597670,55;282226,25;123602,91
181157,71;107598,27;228226,75;238838,62;201583,96;190175,04;25063,65;437247,66;421164,6;314915,17;346283,54
173864,09;205092,35;218425,78;60919,64;189723,78;189773,36;301812,02;240761,02;568024,16;206420,13;139451,03
200620,12;247141,03;134071,59;174109,58;192149,47;190211,87;24068,06;560158,28;457333,05;270656;225313,29
183495,63;152468,43;129052,75;49934,14;193696,46;189841,73;109757,19;515919,15;401734,56;192212,33;269519,17
181197,27;248952,6;337036,48;123959,77;180976,35;189781,44;154207,72;280613,15;374481,46;328662,78;270102,24
195670,26;164853,9;127346,42;2068,85;192449,51;189986,32;179782,63;435374,77;517239,42;339245,93;143865,65
190176,57;235523,39;234951,23;192445,25;191494,48;191438,19;37157,72;263479,61;521633,54;210662,16;255453,58
201522,57;46585,03;322836,7;22808,6;199757,33;189569,79;201078,48;453937,17;511336,62;317534,76;260950,97
182464,35;152686,82;224407,44;43092,91;182962,49;188812,8;130975,48;384584,95;536579,12;315822,55;18954,12
178946,62;253284,43;78980,39;48573,69;188060,84;189365,68;111282,6;104746,79;546528,17;213041,35;337279,94
195778,67;173480,87;311416,27;16493,3;182807,69;190204,2;106597,86;411019,53;635757,67;12066,25;198529,59
196312,27;212894,06;138029,21;58547,94;182109,33;189706,33;213396,81;588318,19;545447,03;317801,73;109396,26
199031,09;317607,99;61447,46;1456,33;199199,29;189653,27;145937,45;473522,76;421576,14;175367,01;129303,16
201612,25;299937,26;137827,99;149363,13;185015,84;188155,51;129188,13;621881,88;609359,6;182718,19;150830,44
203277,78;246462,87;145731,2;202580,22;194649,31;189437,79;193557,5;482025,61;376140,06;303436,18;137950,96
203082,37;260943,23;223702,22;25564,24;195728,67;189242,53;26393,49;413875,71;569486,63;263568,57;291659,36
179597,26;212929,11;288093,18;112302,95;190514,31;191377,88;220126,67;725879,09;651259,5;333522,9;244624,08
185837,14;241265,42;287346,25;122699,07;184639,98;190426,95;175477,21;268376,32;609194,03;171524,2;168153,13
185939,05;95224,84;164975,38;19340,35;197389,74;189989,2;257143,99;430259,88;640228,31;234176,23;173434,1
177045,75;136234,63;188496,1;135780,66;185415,45;191935,28;105665,84;391347,88;796103,72;184781,54;162754,66
185314,68;378172,9;128095,17;149319,38;184899,09;189994,3;232888,23;317261,65;577071,26;120150,49;147379,84
181699,4;160359,32;63390,67;169333,33;197007,52;190621,83;315764,05;524016,15;482461,89;58657,96;221206,74
182759,34;238258,12;223102,68;10312,25;197960,53;190367,9;222472,79;269020,26;756975,98;142826,83;245046,28
183385,38;86031,66;250024,35;56254,27;187794,44;190413,98;179549,74;327703,75;651116,55;199566,21;91687,08
214945,56;235101,01;322612,58;12185,71;191315,81;189796,03;146569,14;335268,7;290856;284724,31;240264,72
185683,15;126771,93;212113,54;39504,54;181187,58;189413,13;78445,63;318362,92;565736,44;29052,48;238724,09
190255,05;357825,69;350027,68;175872,09;192397,48;190756,5;176246,76;103952,42;277892,4;322753,98;230143,39
178627,58;154956,17;371088,25;155678,13;191691,69;190322,98;280025,87;426883,49;412664,37;306392,44;180269,25
200737,89;102068,51;155228,9;32512,08;190802,96;190448,54;119949,77;360405,29;393192,86;331622,29;191561,29
200832,02;172137,26;281209,55;56499,26;185689,35;188487,13;277263,37;496631,86;565006,9;278110,63;239793,9
186115,27;65324,13;190057,33;38240,87;193408,55;190422,02;279500,2;402207,82;273578,1;235800,95;143674,39
178789,05;238893,94;53405,93;37208,98;190718,27;191067,77;205329,55;323223,58;362498,93;349172,26;231134,21
192545,88;304115,3;188162,41;103350,73;186392,63;191021,55;278114,65;306894,29;449220,71;99519,74;89955,83
198033,31;183796,31;29710,01;121987,84;184099,54;190251,06;158321,13;354617,92;302184,84;297514,74;131789,63
196120,35;196465,34;150691,17;129863,62;185863,68;189367,9;224737,74;518730,42;657716,45;218864,94;273026,69
196166;205038,84;194156,01;65794,32;188377,31;189642,39;186664,68;373309,4;563343,39;15895,65;213161,53
185090,51;73687,82;303602,21;164605,26;194721,15;189889,57;118615,62;256677,62;592540,29;195346,51;293612,61
195204,77;78068,02;82659,23;58749,9;185621,1;190437,29;260590,77;447135,07;506267,42;163500,08;127318,85
193911,85;265031,29;281341,03;41331,82;192991,56;188896,63;109736,92;442753,32;349813,33;397657,46;240544,7
188579,37;122363,05;200232,66;21764,07;191877,71;190295,4;273517,39;450220,9;581006,59;146292,44;78131,03
187175,85;37613,01;230843,84;234587,78;190893,14;190186,79;344574,31;439041,09;345867,28;260854,17;232922,91
215204,53;289741,15;63887,64;46813,78;183304,82;189716,83;142624,7;404050,33;458044,32;286582,35;318399,09
182045,34;396437,84;249002,03;13248,45;189017,82;190572,3;302973,09;340237,26;411091,49;105067,19;92968,34
189652,86;159111,92;320586,77;8872,67;193335,94;189994,24;178655,08;382896,68;569120,18;7701,64;160738,74
191887,6;187478,9;290794,2;28644,42;192498,22;188996,96;236213,22;461856,37;558769,09;227356,34;204819,89
183920,38;128921,76;212384,63;42117,81;197134,51;189790,43;268082,42;152577,53;446973,35;214409,97;336625,41
198490,99;152379,25;228756,11;130677,31;185868,76;189137,1;196432,38;255903,21;531927,23;207926,03;305794,91
185640,35;322110,35;116263,92;54970,77;189458,1;191034,85;84180,99;122833,43;574354,88;238363,58;72489,65
207133,07;173114,7;342145,56;83031,13;192603,07;189974,27;222810,33;225241,25;477595,64;98330,64;145921,42
198280,25;142404,72;234484,04;153762,47;192918,75;190362,58;169676,81;589447,6;510523,39;144319,32;129642,25
175137,62;147761,63;120776,22;30017,24;187393,16;190155,94;185959,98;441005,51;497636,1;303112,72;111150,24
197884,37;218343,39;196147,85;60534,17;188586,21;188850,12;124929,7;425570,51;802806,78;370758,24;281056,5
190818,15;268870,08;271318,8;29386,26;191534,63;189439,19;39113,88;394917,2;511989,71;219972,93;184787,19
183584,04;86002,45;166772,33;72939,74;189456,89;189617,31;284570,64;336019,28;626252,76;129134,69;249927,8
206045,14;154056,35;214159,12;141432,58;183751,17;188781,39;205185,7;438455,14;641870,48;176964,78;177483,45
170373,69;314389,89;103480,08;20918,93;188255,49;191306,99;296783,56;526571,97;539564,81;205074,31;236170,64
186228,08;242211,16;367206,75;49467,86;191359,3;190897,93;297909,84;338274,04;763974,24;293092,56;296721,09
187122,66;208630,72;85652,66;201641,03;184369,32;190356,04;158143,1;433793,23;662460,22;219079,23;237409,57
194931,81;259498,21;89879,85;1828,22;186940,24;189423,18;226568;426801,01;428126,97;294554,81;183985,41
165674,05;169382,48;316030,9;136078,35;193068,04;189157,69;233028,8;444110,89;763677,98;7874,09;198562,87
202309,04;370926,06;432469,03;34172,7;197167,57;190038,98;136087,05;387884,93;710869,03;35509,08;282637,01
191170,68;122307,94;206942,6;15309,3;183896,23;191232,74;97374,62;449730,04;425466,89;142121,25;199909,22
201615,18;50077,66;136476,21;85474,27;184539,64;189621,3;242520,47;555009,72;340598,93;144027,35;176438,66
182938,09;91039,33;201536,97;141424,6;195251,3;190804,9;190276,22;363500,18;708674,28;153632,2;75402,81
194603,49;222681,23;247709,68;24529,05;188628,87;191212,93;9406,14;472848,21;606641,02;160788,14;219126,55
195517,18;201981,86;72254,82;5798,31;195665,22;191348,8;58138,21;384807,85;323760,21;251378,91;182448,99
198901,68;125034,79;109180,47;91782,87;197940,02;190116,22;242388,89;569462,27;463199,59;184533,59;242889,92
196560,47;243860,08;230866,59;26238,31;192538,5;190635,94;302390,38;414404,92;529514,4;242634,77;296848,58
165293,56;226974,64;288035,07;69578,05;190027,31;191832,28;202632,68;469750,22;461166,85;165271,31;232745,92
187132,23;232113,86;111608,02;55491,46;185151,18;191105,23;23609,88;363583,97;592853,69;346536,01;269939,19
180569,17;220284,53;245358,15;97187,78;188878,16;190700,78;54873,12;212565,99;655609,72;352603,41;263218,48
213445,95;182884,84;263945,61;91539,75;184973,09;189649,52;126458,85;201798,47;365196,52;103899,25;261220,61
191689,15;284282,6;3066,02;22531,46;189746,74;188544,6;251686,97;510817,31;450489,48;92834,99;220088,43
193375,03;310359,53;162939,11;1563,67;188600,48;189400,79;150063,67;360303,97;571609,17;218662,14;274844,4
172087,86;189979,56;372945,29;72455,24;183015,41;189482,44;46349,21;346883,97;480190,29;367147,39;206509,89
183537,45;205490,36;438691,31;9347,5;189116,55;189564,49;171906,34;514876,43;502870,22;113669,28;146739,6
185025,83;200968,72;134259,64;225655,2;190110,66;189724,13;107391,6;102380,28;456047,42;133341,11;253516,46
203853,35;194197,14;126355,11;9729,94;186787,99;188929,4;176040,51;536215,32;742818,67;91898,03;162747,44
201866,71;120058,09;217762,22;51400,71;189548,67;189218,48;62985,99;352274,36;595497,63;113280,79;350762,71
207361,89;74693,4;136967,67;59147,08;186846,86;189880,13;218816,27;326527,17;474602,19;281459,36;131030,04
178820,84;179464,37;282347,12;88790,58;193146,01;190584,75;70029;393186,59;602708,24;93036,18;216588,28
183884,78;79961,22;11168,92;8482,38;187873,65;190144,45;150469,46;174473,43;471966,61;156101,55;253094,84
180700,18;112168,11;67271,1;35933,03;188239,54;190091,36;128984,09;747581,08;470054,15;288311,35;73135,5
196415,05;129024,11;233751,77;64365,82;194618,09;190171,7;57485,18;308865,52;690217,52;182294,08;73711,85
202316,86;284192,99;184864,44;61262,18;200637,87;191038,65;221297,25;494721,72;453914,75;439518,53;327920,19
198732,68;238450,26;173219,64;106320,95;191537,23;190631,05;251502,47;282376,29;448901,71;264384,31;223026,62
198086,95;119494,98;148464,74;22010,43;194318,67;190975,46;265901,34;449188,17;701296,44;169457,88;328600,93
195502,34;168792,4;389319,87;100992,41;190181,57;188660,93;307631,35;254369,71;315017,7;264668,57;164593,09
189378,67;70145,5;173639,49;86487,01;189019,14;190887,62;208098,51;332342,76;351854,57;33124,21;266260,85
205890,68;143414,87;261823,09;26838,88;194698,98;191998,12;200857,68;356117,19;390714,06;332400,6;357322,56
181913,72;267258,41;223922,91;62480,11;182538,94;188816,46;166267,95;443142,73;500284,43;145448,65;335342,92
191525,65;244939,57;298247,07;107014,21;188729,79;189612,34;232627,54;415978,81;330522;276626,89;288416,71
192285,1;199631,24;53025,94;58276,96;186960,35;189320,73;227381,19;356490,52;379990,31;398097,48;165920,16
191248,85;333907,29;177430,72;62917,49;186293,34;190813,65;174443,97;55655,97;555170,59;55647,58;269294,69
196278,13;241366,57;169868,83;223789,74;193789,97;189145,5;250106,26;295555,9;637065,64;210706,49;268979,05
188652,78;308182,86;295628,59;40615,46;192718,19;189771,14;264171,17;456308,24;491375,9;260127,64;337590,28
184309,26;258793,87;308996,83;140866,27;185113,79;190837,89;315107,23;512119,16;562978,54;246296,66;197895,72
192724,99;272309,33;161516;17062,19;196085,84;189563,58;273084,09;441219,74;652036,05;275721,48;176454,96
185854,22;16926;124862,61;3522,04;200150,4;188992,89;195809,5;629126,05;432975,61;285956,33;270272,39
192597,58;99474,43;242263,56;78987,89;193579,67;189436,24;231872,97;374316,3;601295,99;113766,82;200468,45
201055,35;425496,85;308171,78;72114,19;189666,14;189718,2;299348,38;727051,01;508355,47;95794,57;214318,91
203409,77;134172,74;113667,73;24143,1;192066,8;191867,29;173283,15;471076,05;545858,55;451956,27;166660,22
187439,83;151035,01;238383,62;255383,3;183817,08;189534,5;22253,53;303764,81;671934,65;320658,72;168867,77
186693,28;242149,23;38553,62;56466,09;195287;191331,35;322450,93;396897,33;571434,63;262211,09;325282,28
185863,61;291740,38;170982,62;134447,65;199555,49;190760,12;259823,71;343671,86;578949,44;187086,02;303052,18
185005,18;272072,09;304213,92;3350,19;186340,63;190572,41;164132,87;249656;367690,14;336490,42;252258,15
205031,6;150500,31;122027,59;100381,79;184995,35;189468,97;167439,15;455096,85;555562,58;161786,63;33290,64
205817,42;249666,15;293511,38;35563,76;193125,4;190650,11;258301,98;287000,11;535851,8;280382,09;229619,31
206759,99;165905,14;34789,44;62442,63;192610,98;189317,62;74384,67;576279,89;578801,58;121786,21;199066,46
191137,72;161971,31;217643,19;83541,96;180394,46;191394,04;90037,24;209871,55;435730,14;377288,83;308800,47
193968,65;159648,48;264285,47;63878,64;196360,92;189917,93;251555,89;535289,1;568043,47;248080,74;173776,98
189066,33;108803,41;196453,3;150218,57;186793,56;188823,2;104623,48;500031,66;281351,68;275450,53;235089,25
192981,63;77711,01;125034,06;120450,1;187628,89;189044,85;23813,84;147803,34;408793,82;76326,75;201230,3
212298,69;283752,74;259863,42;23832,33;194560,9;191277,98;208467,33;118349,9;431343,99;129837,24;261842,05
192001,99;162543,33;195990,11;31901,62;189303,95;189706,34;307252,77;366068,76;451100,54;19995,88;223288,25
188743,42;25999,79;361805,44;195594,08;194044,97;189591,68;204044,05;146300,79;367838,36;145801,71;228524,06
180955,59;199698,7;211326,31;69938,09;190640,81;189742,03;193242,04;426988,65;515970,19;223230,26;314230,56
180252,04;158095,69;334616,95;38699,49;183359,64;189328,77;192100,06;559506,45;504420,83;276448;254630,01
172117,22;234689,84;108727,92;31264,96;195910,86;190076,99;199609,85;489124,65;437919,06;233329,15;261432,1
208454,81;204100,84;247943,59;12451,53;182917,5;189488,22;310494,41;338827,17;451482,05;365771,97;255878,42
186096,41;183150,95;363862,81;107465,49;171366,01;190398,37;137264,06;329073,02;663056,51;158777,82;238647,63
196731;161669,67;205640,5;170066,53;186382,46;191564,11;213890,3;337117,79;752656,37;238355,96;185989,98
203280,86;90418,24;172678,29;69016,61;193455,67;192248,87;163288,85;358393,21;744568,47;227274,34;194620,05
206152,93;71666,99;116336,79;46980,55;186814,53;189205,68;96560,77;300497,93;469541,67;233916,41;162958,86
187405,18;244455,92;241692,31;58865,21;183093,58;190505,1;151939,66;112268,08;348531,68;192515,37;145391,91
185065,58;89773,76;271432,53;10077,43;191301,16;189496,71;193503,41;402801,78;471615,11;315308,28;134048,66
187800,81;163322,01;278211,95;46767,33;187274,6;190471,33;235725,52;416066,87;673792,32;298529,1;166943,93
198612,21;193026,21;441222,74;20005,76;192858,14;189547,71;83292,16;428015,38;589791,73;205685,27;223003,18
203130,62;152602,42;44997,6;201653,38;182046,55;189776,69;224052,9;575868,8;302184,08;210279,65;159612,89
188916,3;347159,41;242022,14;50530,86;190114,05;189286,19;219493,74;620386,21;308329,7;128241,11;127853,92
189747,23;321169,94;85392,94;45873,2;188712,13;190413,68;214306,05;470474,75;582820,41;187120,41;284683,68
195194,48;298097,07;227093,44;34124,71;187031,94;188988,54;283471,54;366418,15;541957,85;198058,43;189738,51
211525,5;31066,69;178045,57;161686,55;187523,12;190450,65;124817,08;305057,5;226392,5;240377,49;249041,02
193750,77;227916,96;309454,77;123291,73;187281,61;188717,75;198317,11;564612,19;552302,61;237817,76;244910,23
212242,98;207321,69;316437,68;53156,35;185954,72;189579,41;233141,77;578626,22;459464,34;293594,06;376514,72
180260,39;247607,84;182011,89;143358,14;186868,06;189033,77;35253,31;363388,45;450565,85;303115,75;208231,81
174757,2;313193,78;186352,03;86845,09;187912,66;191000,57;181081,88;514366,27;474619,54;226474,2;227335,14
205793,15;149394,99;299237,17;68394,88;195938,09;190260,13;199650,28;302854,4;449460,46;89606,85;201216,97
188562,66;302799,41;254465,93;163977,8;191967,86;190397,51;337893,55;488840,29;556313,59;98260,87;182963,83
183296,75;141300,8;222439,01;54059,44;188835,77;189718,42;165584,4;213918,82;568482,59;232859,92;260748,86
180515,72;439660,11;176900,82;90051,59;192955,41;190398,69;254426,86;428792,59;739320,08;169640,22;190090,04
191289,85;277359,85;18555,08;189076,4;188552,32;189674,44;137048,82;372852,86;398124,82;182257,57;308780,98
174961,91;278851,42;182925,51;163637,55;186293,59;190925,62;91734,19;393233,25;513934,98;265551,98;276420,63
197861,5;329883,85;260928,48;124656,72;182894,52;190424,55;249724,78;510752,57;440855,86;28781,42;251622,77
194445,9;247663,52;63512,31;118358,42;189891,55;190206,49;223003,62;506840,73;570947,67;156986,46;266797,97
184692,76;145655,14;131015,88;169308,94;190998,28;189326,27;160925,9;426577,83;527097,54;273250,47;145870,97
183422,36;72507,49;492964,35;93213,31;193022,02;189800,14;250116,16;250829,86;569232,81;234020,4;203681,15
197607,36;305003,04;256497,44;237989,66;181999,44;190052,59;110656,93;234704,45;504244,98;196464,43;98763,72
194120,43;350642,73;156987,49;98935,08;178205,34;190192,39;278692,4;706889,65;415944,35;143538,54;238230,14
202138,62;215436,91;441894,06;116750,26;190628,13;188869,8;151923,51;262688,44;576460,3;158044,42;396775,72
193470,85;440527,88;265330,03;107866,08;191546,5;189256,48;231180,22;388008,41;366197,51;251270,14;175351,78
196918,68;122244,82;185620,45;46016,05;197311,16;190090,16;179161,65;313475,29;457612,57;151144,12;297174,59
182526,7;192755,8;150093,78;99636,31;197974,91;189857,78;251957,67;678197,67;629554,09;272628,61;218295,3
199735,63;103518,05;306169,98;17362,79;193053,26;189896,43;29135,68;288694,75;608276,95;193031,67;82588,3
190535,69;268764,21;198257,18;26654,41;189393,99;189050,97;248201,11;323355,99;391717,9;199284,58;289486,92
189889,79;112906,57;84720,46;86065,29;188030,85;190303,04;204025,64;494509,68;320322,84;293752,87;239412,53
195838,4;42676,32;67258,47;153282,37;185644,56;189392,44;140718,21;314072,95;336128,76;313254,72;146097,96
194568,96;80178,36;439671,54;194817,18;200139,26;190100,57;170717,07;389946,02;523112,25;235701,04;267758,38
187945,68;311714,65;214579,38;1032,24;186414,58;190672,64;166568,62;417592,58;404511,58;316444;277278,08
201719,56;210534,87;162760,5;111040,89;183920,65;189993,1;73205,84;380475,77;368958,77;42640,08;231336,94
184525,54;378407,99;220492,82;213884,08;182887,04;188696,98;199485,63;540490,42;692019,48;137993,37;244723,41
175116,49;236763,13;194507,98;107281,93;195050,76;189762,66;298542,98;580423,21;510926,69;215882,32;229480,69
181001,02;314250,51;198806,96;112404,02;191666,67;189726,19;269361,65;616204,33;433438,75;67592,21;141293,84
197815,24;313136,03;121524,82;21499,47;190978,1;190253,35;179036,86;351415,55;401121,63;251751,99;219110,46
190005,39;233072;270644,89;37151,97;184198,84;190147,17;118715,53;449981,35;261231,24;262055,67;197791,13
189747,19;15132,91;161644,48;17864,09;183261,81;190737,39;82741,58;542313,08;474626;54470,91;161363,6
201330,2;256176,47;255093,09;169159,37;186409,54;191787,08;112488,17;336459,04;335450,4;2463,08;192808,64
183621,88;135367,74;216735,89;78243,22;197626,79;189870,23;259944,99;636105,99;451855,19;286435,86;217831,79
188179,7;231615,23;245383,33;32602,98;197580,63;190512,44;267819,88;295789,99;740013,75;248639,01;182362,48
186621,78;369164,27;359872,4;90798,2;190769,28;189087,36;333245,3;384874,69;562048,5;145806,27;219911,57
193059,31;188295,88;151665,11;94267,48;190872,42;189368;177484,23;463756,45;606515,48;115510,49;248982,72
190638,23;167046,46;224644,63;2548,15;193182,84;189227,7;202708,57;356684,34;353811,42;320750,93;203773,83
170741,95;199137,4;221370,92;164627,15;188098,35;188538,29;248052,13;512942,9;580469,04;153636,48;210395,96
180379,91;242527,51;255274,25;30292,35;184745,8;190314,28;264051,37;103526,61;381130,66;281263,87;164185,8
176419,96;258347,86;157815,7;64946;194960,61;190212,65;140113,47;287552,34;496648,98;207380,95;181400,4
188110,16;320735,7;175344,5;141012,09;195404,54;191140,29;346618,77;497299,43;609169,14;117694,95;160196,7
198751,51;144676;238378,43;133214,97;192230,55;190688,69;157203,54;205352,02;490542,61;280313,53;195800,35
175712,53;82605,55;99531,84;47564,47;183196,51;188695,98;236795,71;494998,03;843874,51;144122,33;272701,91
182355,16;209351,45;116031,18;48088,81;193710,48;189954,14;148048;364819,4;588094,94;219752,61;62415,27
190770,73;173964,2;214686,38;54667,58;191673,54;190054,52;115328,03;248050,5;555785,91;213365,12;218763,14
